Title,Date,Day,Start Time,End Time,Time Zone,Price (£),Availability,Event Status,Address,Details,Instructions
BTS - 'BOY WITH LUV' (PART 1),2019-05-05,Sunday,3pm,5pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 4 @The Place
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'BOY WITH LUV' (PART 1),2019-05-08,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BLACKPINK - 'KILL THIS LOVE' (PART 2 + 3),2019-05-11,Saturday,6pm,8pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 1 @The Cockpit Theatre
Dance Video:
https://www.youtube.com/watch?v=ZhP6d_WtboE
2nd Verse + Chorus + Ending / Dance Break
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'BOY WITH LUV' (PART 2),2019-05-12,Sunday,4pm,6pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 7 @The Place
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
KARD - '밤밤' 'BOMB BOMB' (PART 1),2019-05-15,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=b_Tq8LZzyZM
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'BOY WITH LUV' (PART 2),2019-05-18,Saturday,6pm,8pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 1 @The Cockpit Theatre
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BLACKPINK - 'Don't Know What To Do' (Part 1),2019-05-19,Sunday,3pm,5pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 4 @The Place
Dance Video:
https://www.youtube.com/watch?v=bqzDuRz_P7g
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
KARD - '밤밤' 'BOMB BOMB' (PART 2),2019-05-22,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=b_Tq8LZzyZM
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'BOY WITH LUV' (PART 3),2019-05-25,Saturday,6pm,8pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 1 @The Cockpit
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BLACKPINK - 'Don't Know What To Do' (PART 2),2019-05-26,Sunday,3pm,5pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 4 @The Place
Dance Video:
https://www.youtube.com/watch?v=bqzDuRz_P7g
Cancellation Policy - 48 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 24 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'BOY WITH LUV' (PART 1.5),2019-05-29,Wednesday,7pm,9pm,BST,16.00,N/A,Confirmed,N/A,"Studio  202 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=d4WZRYmzEYw
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
EXID - 'ME&YOU' (PART 1),2019-06-02,Sunday,3pm,5pm,BST,16.00,N/A,Confirmed,N/A,"Studio 4 @The Place
Dance Video:
https://www.youtube.com/watch?v=sFcvadzj684
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
KARD - '밤밤' 'BOMB BOMB' (PART 1),2019-06-03,Monday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 101 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=b_Tq8LZzyZM
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'HOME' (KOREOGRAPHY CLASS) (ALL LEVEL),2019-06-05,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
EXID - 'ME&YOU' (PART 2),2019-06-08,Saturday,6pm,8pm,BST,16.00,N/A,Confirmed,N/A,"Studio 1 @The Cockpit Theatre
Dance Video:
https://www.youtube.com/watch?v=sFcvadzj684
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
KARD - '밤밤' 'BOMB BOMB' (PART 2 + PART 1 RECAP + FILMING),2019-06-10,Monday,7pm,9pm,BST,16.00,Only 3 spaces left,Confirmed,N/A,"Studio 101 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=b_Tq8LZzyZM
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
STRAY KIDS - 'MIROH' (PART 1),2019-06-12,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=MQXLTw2Awhk
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
R.TEE X ANDA - 'WHAT YOU WAITING FOR' (ONE OFF),2019-06-15,Saturday,6pm,8pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 1 @The Cockpit Theatre
Dance Video:
https://www.youtube.com/watch?v=ERkzsdRUc0o
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
STRAY KIDS - 'MIROH' (PART 2),2019-06-16,Sunday,3pm,5pm,BST,16.00,Only 5 spaces left,Confirmed,N/A,"Studio 4@The Place
Dance Video:
https://www.youtube.com/watch?v=MQXLTw2Awhk
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
EXID - 'ME&YOU' (PART 3),2019-06-17,Monday,7pm,9pm,BST,16.00,N/A,Confirmed,N/A,"Studio 101 @Sylvia Young Theatre
Dance Video:
https://www.youtube.com/watch?v=sFcvadzj684
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BLACKPINK - 'SO HOT' (KOREOGRAPHY CLASS) (ALL LEVEL),2019-06-19,Wednesday,7pm,9pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 202 @Sylvia Young Theatre
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
ATEEZ - 'SAY MY NAME' (ONE OFF),2019-06-22,Saturday,6pm,8pm,BST,16.00,Fully booked,Confirmed,N/A,"Studio 1 @The Cockpit
Dance Video:
https://www.youtube.com/watch?v=hWpeQJc35Rk
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'DIONYSUS' (PART 1),2019-06-23,Sunday,3pm,5pm,BST,16.00,N/A,Confirmed,N/A,"Studio 3@The Place
Dance Video:
https://www.youtube.com/watch?v=QmgcyLozkbQ
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
BTS - 'HOME' (KOREOGRAPHY CLASS) (ALL LEVEL),2019-06-24,Monday,7pm,9pm,BST,16.00,N/A,Confirmed,N/A,"Studio 101 @Sylvia Young Theatre
Cancellation Policy - 72 hours prior the start of your booked class (No refunds will be given after that period has passed).
Ticket Transfer - 48 hours prior the start of your booked class.
NO REFUNDS WILL BE GIVEN ONCE THE CLASS HAS BEEN TRANSFERRED, HOWEVER WE WILL PROVIDE YOU WITH CLASS CREDIT/ CODE TO BE USED IN THE FUTURE FOR ANY CLASSES.
We reserve the right to correct any errors and to change information at any time without prior notice. Any major changes will be directly emailed to anyone who might be affected by it.
Please contact us at ukpopdance@outlook.com for any questions.",N/A
